ent_num,SDN_name,SDN_type,Program,Title,Call_Sign,Vess_type,Tonnage,GRT,Vess_flag,Vess_owner,Remarks
27245,"FUNDACION VENEDIG",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Identification Number 36102 (Panama)."
27247,"RUBIO GONZALEZ, David Nicolas","individual","VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 Apr 1987; nationality Colombia; Gender Male; Cedula No. 1015399085 (Colombia); Passport PE098803 (Colombia) expires 04 Jun 2024."
27248,"DIMACO TECHNOLOGY, S.A.",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Folio Mercantil No. 844226 (Panama)."
27249,"CORPORACION ACS TRADING S.A.S.",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"NIT # 9004848078 (Colombia)."
27250,"GLOBAL DE TEXTILES ANDINO S.A.S.",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"NIT # 9005980294 (Colombia)."
27251,"SAAB CERTAIN & COMPANIA S. EN C.",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"NIT # 9000798817 (Colombia)."
27254,"BEIJING SUKBAKSO",-0- ,"DPRK3] [DPRK-NKSPEA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
27255,"IZADI, Muhammad Sa'id","individual","SDGT] [IRGC] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1964; Gender Male; Passport 9002446 (Iran); a.k.a. 'ABEDINI, Sa'id'; Linked To: ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE; Linked To: HAMAS."
27256,"JABARIN, Zaher","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Sep 1968; alt. DOB 09 Nov 1968; POB Salfit, West Bank, Palestinian; alt. POB Nablus, West Bank, Palestinian; Gender Male; Passport 2987250 (Palestinian); alt. Passport 26899900360 (Qatar); Identification Number 904121555 (Palestinian); Linked To: HAMAS."
27264,"MEHDI GROUP",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.mehdishipping.net; alt. Website http://mehdishipping.com; Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number U74999MH1999PTC119358 (India); Linked To: QASEMI, Rostam."
27265,"MEHDI, Alizaheer Mohammad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 May 1973; alt. DOB 01 Jan 1973 to 31 Dec 1973; nationality India; Additional Sanctions Information - Subject to Secondary Sanctions; Gender Male; Passport Z2423134 (India) expires 11 Dec 2023; alt. Passport Z3079423 (India) expires 01 Jan 2026 to 31 Dec 2026; Linked To: QASEMI, Rostam."
27266,"FOURTEEN STAR SHIPPING MANAGEMENT",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'FOURTEEN STARS'; Linked To: MEHDI GROUP."
27267,"HUSSAIN, Zafar Anis Ishteyaq","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"nationality India; Additional Sanctions Information - Subject to Secondary Sanctions; Residency Number 784-1973-1617539-3 (United Arab Emirates); Linked To: FOURTEEN STAR SHIPPING MANAGEMENT."
27268,"FIVE ENERGY OIL TRADING",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. '5 ENERGY'; Linked To: MEHDI GROUP."
27269,"AFRICO 1 OFF-SHORE SAL",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Registration Number 1804932 (Lebanon); Linked To: VANIYA SHIP MANAGEMENT PRIVATE LIMITED."
27270,"BHARDWAJ, Anuj","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Passport Z4984865 expires 19 Jan 2029; Linked To: MEHDI GROUP."
27271,"AKBARI, Mohammadreza Ali","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 31 Oct 1967; Additional Sanctions Information - Subject to Secondary Sanctions; Passport 21795618; a.k.a. 'AKBARI, Ali'; Linked To: QASEMI, Rostam."
27272,"GHASEMI, Morteza","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 10 Apr 1991; alt. DOB 31 May 1988; alt. DOB 03 Mar 1983; alt. DOB 03 Jan 1983; POB Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Gender Male; Passport T14532563 (Iran); alt. Passport K30803856 (Iran) expires 07 Sep 2019; Linked To: QASEMI, Rostam."
27273,"QASIR, Ali","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Jul 1992; alt. DOB 29 Jul 1990; POB Deir Kanoun El Nahr, Lebanon; nationality Lebanon; Additional Sanctions Information - Subject to Secondary Sanctions; alt. Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; Gender Male; Passport RL 3367620 (Lebanon) expires 28 Aug 2020; Linked To: QASEMI, Rostam; Linked To: HIZBALLAH."
27274,"ASADI, Shamsollah","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Aug 1971; POB Khorram Abad, Iran; nationality Iran; Additional Sanctions Information - Subject to Secondary Sanctions; Gender Male; Passport Y46559184 (Iran) expires 11 Sep 2023; Linked To: QASIR, Ali."
27279,"SARAK","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Vessel Registration Identification IMO 9226968; Linked To: MEHDI GROUP."
27280,"SOBAR","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Vessel Registration Identification IMO 9221970; Linked To: MEHDI GROUP."
27281,"SOLAN","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Vessel Registration Identification IMO 9155808; Linked To: MEHDI GROUP."
27282,"TOUR 2","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Panama",-0- ,"Vessel Registration Identification IMO 9364112; Linked To: KHADIJA SHIP MANAGEMENT PRIVATE LIMITED."
27284,"BONITA QUEEN","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"St. Kitts & Nevis",-0- ,"Vessel Registration Identification IMO 9105906; Linked To: KHADIJA SHIP MANAGEMENT PRIVATE LIMITED."
27285,"KISH P AND I CLUB",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://www.kishpandi.com; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'KPI'; Linked To: MEHDI GROUP."
27286,"HAMRAHAN PISHRO TEJARAT TRADING COMPANY",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website http://pishro-tejarat.com/about/fa; Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ASHTARI, Mahmud."
27287,"ASHTARI, Mahmud","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"POB Tehran, Iran; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 0062502034 (Iran); Linked To: QASIR, Ali."
27292,"AUTOLEX TRANSPORT LTD.",-0- ,"UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Linked To: PRIGOZHIN, Yevgeniy Viktorovich."
27293,"M-SAAN","aircraft","UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Aircraft Manufacture Date Sep 2007; Aircraft Mode S Transponder Code 424B32; Aircraft Model EMB135; Aircraft Operator Autolex Transport LTD.; Nationality of Registration Man, Isle of; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Aircraft Serial Identification 14501008; Linked To: AUTOLEX TRANSPORT LTD."
27304,"ADRIAN DARYA 1","vessel","SDGT",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Iran",-0- ,"Former Vessel Flag Panama; Vessel Registration Identification IMO 9116412."
27305,"KUMAR, Akhilesh","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 15 Jun 1976; POB Patna, India; nationality India; Additional Sanctions Information - Subject to Secondary Sanctions; Gender Male; Seafarer's Identification Document MUM 85917 (India) expires 11 Nov 2023; Linked To: MEHDI GROUP."
27307,"LAZARUS GROUP",-0- ,"DPRK3",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Digital Currency Address - ETH 0x098B716B8Aaf21512996dC57EB0615e2383E2f96; alt. Digital Currency Address - ETH 0xa0e1c89Ef1a489c9C7dE96311eD5Ce5D32c20E4B; alt. Digital Currency Address - ETH 0x3Cffd56B47B7b41c56258D9C7731ABaDc360E073; alt. Digital Currency Address - ETH 0x53b6936513e738f44FB50d2b9476730C0Ab3Bfc1; alt. Digital Currency Address - ETH 0x35fB6f6DB4fb05e6A4cE86f2C93691425626d4b1; alt. Digital Currency Address - ETH 0xF7B31119c2682c88d88D455dBb9d5932c65Cf1bE; alt. Digital Currency Address - ETH 0x3e37627dEAA754090fBFbb8bd226c1CE66D255e9; alt. Digital Currency Address - ETH 0x08723392Ed15743cc38513C4925f5e6be5c17243; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; a.k.a. 'HIDDEN COBRA'; a.k.a. 'OFFICE 91'; a.k.a. 'GUARDIANS OF PEACE'; a.k.a. 'THE NEW ROMANTIC CYBER ARMY TEAM'; a.k.a. 'WHOIS HACKIN"
27308,"BLUENOROFF",-0- ,"DPRK3",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; a.k.a. 'STARDUST CHOLLIMA'; a.k.a. 'APT 38'; a.k.a. 'APT38'."
27309,"ANDARIEL",-0- ,"DPRK3",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
27310,"JASMINE","vessel","SDGT",-0- ,-0- ,"Chemical/Products Tanker",-0- ,-0- ,"Iran",-0- ,"Vessel Registration Identification IMO 9105085; Linked To: AFRICO 1 OFF-SHORE SAL."
27311,"AL-HINDI, Muhammad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Oct 1955; citizen Palestinian; alt. citizen Syria; Gender Male."
27312,"SAWADJAAN, Hatib Hajan","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1959; POB Jolo City, Philippines; Gender Male."
27313,"WALI, Noor","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 26 Jun 1978; POB Gurguray, Pakistan; Gender Male; a.k.a. 'MANSOOR ASIM, Mufti Abu'."
27314,"TAYSIR, Hajji","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1987; POB Sudayrah, Sharqat, Salah ad-Din Province, Iraq; nationality Iraq; Gender Male."
27316,"ISSA, Marwan","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1965; POB Gaza; nationality Palestinian; Gender Male."
27318,"HURRAS AL-DIN",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'AQ-S'."
27319,"AL-'ATA, Baha' Abu","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Nov 1977; citizen Palestinian; Gender Male; Passport 1806377 (Palestinian); a.k.a. 'ABU-SALIM'."
27320,"KARAKI, Ali","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Feb 1967; POB Ein Bousewar, Lebanon; citizen Guinea; Gender Male; Passport RL1025526 (Lebanon) issued 14 May 2007 expires 13 May 2012; a.k.a. 'AL-FADL, Abu'."
27321,"HAYDAR, Muhammad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Nov 1959; POB Kabrika, Lebanon; Gender Male; Passport 469/2005 (Lebanon); a.k.a. 'HAYDAR, Abu Ali'."
27322,"AL-BARNAWI, Abu Abdullah ibn Umar","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1989 to 1994; POB Maiduguri, Borno State, Nigeria; Gender Male; a.k.a. 'Ba Idrisa'."
27323,"AL-SURI, Faruq","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1977; POB Damascus, Syria; nationality Syria; Gender Male; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'AL-SHAMI, Abu Hammam'; a.k.a. 'AL-SHAMI, Abu Humam'; a.k.a. 'AL-'ASKARI, Abu Hammam'; Linked To: HURRAS AL-DIN."
27324,"IRAN SPACE AGENCY",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
27325,"IRAN SPACE RESEARCH CENTER",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
27326,"ASTRONAUTICS RESEARCH INSTITUTE",-0- ,"NPWMD] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions."
27327,"AHMAD, Muhammad Ali Sayid","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 07 Oct 1990; POB Faisalabad, Punjab Province, Pakistan; nationality Canada; Gender Male; a.k.a. 'Abu Turab al-Canadi'."
27328,"HOKOUL SAL OFFSHORE",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Commercial Registry Number 1808820 (Lebanon); Linked To: AL-BAZZAL, Muhammad Qasim."
27329,"TALAQI GROUP",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: AL-BAZZAL, Muhammad Qasim."
27330,"NAGHAM AL HAYAT LTD.",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Commercial Registry Number 10822 (Syria) issued 26 Jun 2016; Linked To: AL-BAZZAL, Muhammad Qasim."
27331,"TAWAFUK LTD",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Commercial Registry Number 10821 (Syria) issued 26 Jun 2017; Linked To: AL-BAZZAL, Muhammad Qasim."
27332,"ALUMIX",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Commercial Registry Number 1010799 (Lebanon); a.k.a. 'ALOMEX'; Linked To: AL-BAZZAL, Muhammad Qasim."
27345,"SAAFARTEX ZONA FRANCA SAS",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"NIT # 9002257729 (Colombia); a.k.a. 'COCO S.A.'."
27383,"KOREA NAMGANG TRADING CORPORATION",-0- ,"DPRK3] [DPRK-NKSPEA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
27408,"ASIA BRIDGE","vessel","DPRK4",-0- ,-0- ,"General Cargo",-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Vessel Registration Identification IMO 9010022; Linked To: GOOD SIBLINGS LTD; Linked To: WEIHAI HUIJIANG TRADE LIMITED."
27423,"ANDRIC, Goran","individual","GLOMAG",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 21 Apr 1965; nationality Serbia; alt. nationality Bosnia and Herzegovina; citizen Serbia; alt. citizen United Kingdom; Gender Male; Linked To: TESIC, Slobodan."
27424,"BLUELANE OVERSEAS SA",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Identification Number IMO 6109861."
27425,"GIRALT","vessel","VENEZUELA-EO13850",-0- ,-0- ,"Crude Oil Tanker",-0- ,-0- ,"Panama",-0- ,"Vessel Registration Identification IMO 9259692; Linked To: BLUELANE OVERSEAS SA."
27426,"CAROIL TRANSPORT MARINE LTD",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Identification Number IMO 1869514; Registration Number HE 47364 (Cyprus)."
27427,"DUGARTE PADRON, Juan Carlos","individual","VENEZUELA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 16 Oct 1955; Gender Male; Cedula No. 4353212 (Venezuela)."
27428,"TOVASE DEVELOPMENT CORP",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Identification Number IMO 5447549; Company Number 568507 (Panama)."
27429,"TROCANA WORLD INC.",-0- ,"VENEZUELA-EO13850",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Identification Number IMO 5411381; Company Number 582152 (Panama)."
27430,"VIZCAINO GIL, Gustavo Adolfo","individual","VENEZUELA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 03 May 1966; Gender Male; Cedula No. 6297704 (Venezuela)."
27431,"CARLOTA C","vessel","VENEZUELA-EO13850",-0- ,-0- ,"Chemical/Products Tanker",-0- ,-0- ,"Panama",-0- ,"Vessel Registration Identification IMO 9502453; Linked To: CAROIL TRANSPORT MARINE LTD."
27432,"SANDINO","vessel","VENEZUELA-EO13850",-0- ,-0- ,"Chemical/Products Tanker",-0- ,-0- ,"Panama",-0- ,"Vessel Registration Identification IMO 9441178; Linked To: CAROIL TRANSPORT MARINE LTD; Linked To: TOVASE DEVELOPMENT CORP."
27433,"PETION","vessel","VENEZUELA-EO13850",-0- ,-0- ,"Products Tanker",-0- ,-0- ,"Panama",-0- ,"Vessel Registration Identification IMO 9295098; Linked To: CAROIL TRANSPORT MARINE LTD; Linked To: TROCANA WORLD INC."
27445,"NATIONAL DEVELOPMENT FUND OF IRAN",-0- ,"SDGT] [IRGC] [IFSR",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE; Linked To: MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS."
27446,"ETEMAD TEJARATE PARS CO.",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS."
27464,"CAMPBELL HOOKER, Lumberto Ignacio","individual","NICARAGUA",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 03 Feb 1949; POB Raas, Nicaragua; nationality Nicaragua; Gender Male; Passport A00001109 (Nicaragua) issued 13 Nov 2015 expires 13 Nov 2025; National ID No. 6010302490003J (Nicaragua)."
27465,"COSCO SHIPPING TANKER (DALIAN) SEAMAN AND SHIP MANAGEMENT CO., LTD.",-0- ,"IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: BAN ON INVESTMENT IN EQUITY OR DEBT OF SANCTIONED PERSON.  Sec. 5(a)(v); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec. 5(a)(vii)."
27466,"PEGASUS 88 LIMITED",-0- ,"IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: BAN ON INVESTMENT IN EQUITY OR DEBT OF SANCTIONED PERSON.  Sec. 5(a)(v); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec. 5(a)(vii); Business Registration Number 2757748."
27467,"CHINA CONCORD PETROLEUM CO., LIMITED",-0- ,"IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Email Address admin@sinocpa.com; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: BAN ON INVESTMENT IN EQUITY OR DEBT OF SANCTIONED PERSON.  Sec. 5(a)(v); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec. 5(a)(vii); Business Registration Number 1080134."
27468,"KUNLUN HOLDING COMPANY LTD.",-0- ,"IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: BAN ON INVESTMENT IN EQUITY OR DEBT OF SANCTIONED PERSON.  Sec. 5(a)(v); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec. 5(a)(vii)."
27470,"KUNLUN SHIPPING COMPANY LIMITED",-0- ,"IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Website www.kunlunholding.com; Email Address admin@sinocpa.com; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: BAN ON INVESTMENT IN EQUITY OR DEBT OF SANCTIONED PERSON.  Sec. 5(a)(v); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: SANCTIONS ON PRINCIPAL EXECUTIVE OFFICERS. Sec. 5(a)(vii); Business Registration Number 1298446."
27471,"XU, Bin","individual","IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 21 Apr 1976; POB Heze, China; nationality China; Email Address 1044064266@qq.com; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: EXCLUSION OF CORPORATE OFFICERS.  Sec. 4(e); Passport E60816568 (China); National ID No. 372901197604210416 (China)."
27472,"LI, Yi","individual","IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Feb 1975; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: EXCLUSION OF CORPORATE OFFICERS.  Sec. 4(e); National ID No. 310224197502233514."
27473,"SHEN, Luqian","individual","IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Feb 1987; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: EXCLUSION OF CORPORATE OFFICERS.  Sec. 4(e); Passport G54213480 (China)."
27474,"MAO, Yu Hua","individual","IRAN-EO13846",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 06 Aug 1978; Executive Order 13846 information: FOREIGN EXCHANGE.  Sec. 5(a)(ii); alt. Executive Order 13846 information: BANKING TRANSACTIONS.  Sec. 5(a)(iii); alt. Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); alt. Executive Order 13846 information: IMPORT SANCTIONS.  Sec. 5(a)(vi); alt. Executive Order 13846 information: EXCLUSION OF CORPORATE OFFICERS.  Sec. 4(e); National ID No. 310109197808060020 (China)."
